what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312503907485
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312503907771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312503923613
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504313933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504317302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504447290
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312504460366
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312504460386
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504466693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504468598
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1312504468673
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1312504473839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312504483716
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312504485228
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312504485532
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312504488643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504507837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504540713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504541924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504857263
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312504880756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504898077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312504980281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312504987075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312505003524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505006352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505024843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505030789
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505041569
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312505049716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505062845
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505207702
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1312505217709
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505218928
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505265032
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312505267970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312505277190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505306272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505424478
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312505425014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505430836
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312505470100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505470193
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312505470415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505476746
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505776725
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1312505778767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312505782597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312505788174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312505789831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506526325
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312506527804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506540217
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506541499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506545023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506684529
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506730774
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506968747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506971708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506985236
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312506990477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507029504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507031892
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507069396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507070736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507070776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507070835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507070886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507072356
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507073101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507074559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507527497
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507537337
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312507537685
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507538987
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312507539560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507544393
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507596731
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507599461
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312507601061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312507631835
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507652888
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312507653331
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507662821
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312507663102
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507670005
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312507671456
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312507671498
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507673946
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312507674277
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507676621
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312507677081
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507677194
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312507694067
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312507842169
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312507967552
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312507971577
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312507971893
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312508019214
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312508021505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312508035040
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312508075699
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312508076035
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312508161597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312508178960
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1312508188631
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1312508189986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508198737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508200562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508201041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508210108
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312508211158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508220599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508370022
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312508372925
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312508374370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508394760
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508417025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508418868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508432497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508433391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508553532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508555309
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508709019
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312508711088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1312508721255
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312508724077
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312508724445
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312508729205
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312508730309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508735590
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508748712
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312508773725
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312508777501
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312508782399
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1312508786392
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312508787404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1312508789033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312508795519
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312508802236
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312508803746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312508805090
started,bundle,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.ui",1312508805224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508828859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508872515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508877758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508883215
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1312508884832
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312508893143
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312508901615
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1312508902773
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312508902873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508908390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1312508949196
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312509015476
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312509058019
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1312509060778
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1312509061088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312509070177
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1312509078546
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1312509089743
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1312509089805
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1312509089887
